"1" "2" "3" "label"
"1" -1.20664144077037 -1.49182741664127 0.971399866396944 1
"2" 0.753910364407918 -0.337762160980611 -0.63242237607948 1
"3" -2.56511512546279 -0.765537446284796 -0.974363365944847 1
"4" -0.399654847573653 -2.39776274845058 -1.38964574050860 1
"5" 0.533244885692493 -0.283117487501775 1.51679017449970 1
"6" -0.0293354214965625 -0.854672586752121 1.93920478566683 1
"7" -0.493120935301436 1.10370868668375 -1.08069888297244 1
"8" 0.89669103618033 -1.54482553332720 -0.196201893125508 1
"9" 2.02962144853947 1.58037434810357 1.97207904128754 1
"10" -0.175185479879231 -0.0133310434843871 -1.71687369371564 1
"11" -3.19012812807225 -0.87938350992176 -0.1518879472014 1
"12" 0.331862232178978 1.08866637659117 0.219427093129522 1
"13" -0.848591443884483 -0.86001335502007 -1.56146832577812 1
"14" 0.422550836062604 -0.793312475389669 -0.322302241784945 1
"15" -1.61831284446743 -0.719578996911052 -0.803779602345399 1
"16" 0.541470617082445 0.66986335690185 0.292616996740084 1
"17" 1.97173207057859 -2.41690411237734 -0.621578480286517 1
"18" -2.55149636809173 0.249120141904205 0.331390443243747 1
"19" 1.09166937111237 -2.34237022606479 0.257816915999596 1
"20" -0.320507151105181 -1.13073095204598 -0.355880549485062 1
"21" 0.0657069252582159 -0.732448626935338 0.538911911797332 1
"22" 2.26530260662417 1.26091352007830 0.0911570883011752 1
"23" -1.43843182018494 0.96411415267993 1.0593028578929 1
"24" -0.418951321011836 1.88781318040916 -0.999353627380664 1
"25" 1.40458946875856 -0.0542478897134735 1.08827573269288 1
"26" 1.69107999099683 -0.734832065870276 0.0096604151028744 1
"27" -0.471252115558983 0.688575733974575 -0.87764289677114 1
"28" -0.654934056967085 0.445188298697595 -0.201868949732015 1
"29" -0.336230559072476 1.64615049907382 -0.202664977113606 1
"30" 0.543315809735277 -3.20362636719004 -1.12618702237794 1
"31" -0.0764722693695849 -1.59696680912143 -0.0116029537496345 1
"32" 1.24247729881502 1.60559691035497 0.74451191850574 1
"33" 1.33449527583108 -1.26672651614608 1.50939745980267 1
"34" -0.900442300878617 0.72461631808921 0.419777973036412 1
"35" -1.60124465046196 -1.29164173146582 1.16282422530504 1
"36" 0.877051632629532 1.67001211229476 -0.119807748139953 1
"37" 1.13948500996566 1.716116813107 1.24883074753222 1
"38" -2.78199372578146 -0.371126696126056 0.774258743906491 1
"39" 1.64445618378733 2.22315564655121 -0.278313754365032 1
"40" 0.44438517743579 -1.02047833455170 -0.907152810610594 1
"41" 4.7759113812041 3.65055640718979 4.73916886520019 2
"42" 4.88062895618946 3.52565612089417 4.7071226781992 2
"43" 3.52411478271404 4.79962425314871 2.74367548326203 2
"44" 4.03078046558696 3.65100721356725 3.58746320008872 2
"45" 3.23885244508235 0.420393201964106 4.44349921603292 2
"46" 2.86571517794663 3.88978322319115 4.57723096878176 2
"47" 4.97394749365503 3.49939260600637 5.35891604525618 2
"48" 4.12976094156000 6.69852345670976 4.19781801956443 2
"49" 5.59892862897359 3.92166731472545 3.45153068780358 2
"50" 2.41492398104919 3.30517838544364 5.60303662372558 2
"51" 5.49715426258853 3.18824731540348 2.7830100479025 2
"52" 4.91786028455591 1.30005650798293 7.81419539020865 2
"53" 4.01998475664774 3.19210167259678 4.41327323680718 2
"54" 4.37779852513892 3.16948345792006 6.36197269570967 2
"55" 4.02488598618232 1.93625155578367 2.98091113276176 2
"56" 5.56313836626372 4.79026405406837 3.93539058778756 2
"57" 4.25231013770869 4.10599948775687 4.45724297837285 2
"58" 3.92501736042130 5.59829312010846 2.78760988364748 2
"59" 4.95744217805155 3.84941425855076 5.07174409355738 2
"60" 3.24491073858902 3.98655249362054 5.61441934184915 2
"61" 6.0683494279304 6.09841580147025 4.79921998042965 2
"62" 4.9293884825412 5.13067673041238 4.27493093059195 2
"63" 3.87230756986594 2.01740112438699 3.79556466810924 2
"64" 4.24611189451552 5.39880922759778 3.20495151298942 2
"65" 4.90834550673038 4.69688706085238 4.03304734528445 2
"66" 4.8568077861973 2.54939380488183 2.9413825435395 2
"67" 4.41451277388945 1.02596395429135 6.07564351625555 2
"68" 1.94848129821309 4.34920027301806 1.90716810200824 2
"69" 3.97031526504461 2.92086734408954 5.36173218863954 2
"70" 3.27875836767261 3.55438000348109 4.23388000220540 2
"71" 3.44314575394258 2.93020738597537 5.41971160921238 2
"72" 3.82711288880551 5.33478251667044 3.06889337595441 2
"73" 2.38423338540940 4.57593973057137 4.13573662501512 2
"74" 4.61643191723607 5.4110676714911 6.48324641802076 2
"75" 3.86226480141941 4.55746593367186 5.07899287616096 2
"76" -3.16053001124666 -3.1403134793577 4.45474951656391 3
"77" -4.70218311526217 -5.1678707222377 5.08213040093793 3
"78" -5.51595571501273 -3.2095348106333 5.46784162438891 3
"79" -6.84842671641719 -3.29768688634550 3.62347988249043 3
"80" -4.06460559766091 -4.05857553668271 3.74795289676301 3
"81" -3.45468382833592 -3.99973202063332 6.62417827767 3
"82" -5.72008987101415 -2.07252016142138 3.85287215875529 3
"83" -3.95123541904509 -4.60704361339132 3.82004348710998 3
"84" -4.93082357123411 -6.33646062990749 4.3536588537034 3
"85" -3.28786287019284 -2.55197421455885 3.45228810933453 3
"86" -3.83475214885580 -2.52552466005627 3.39475017529637 3
"87" -4.70273832150859 -3.14016862159675 4.71242138821688 3
"88" -3.42020739193412 -3.46321914697097 4.32877552053808 3
"89" -3.34146369431882 -1.04621399943942 5.46854613397845 3
"90" -4.35301223615182 -4.51317963693493 4.20693116442844 3
"91" -5.32223537584138 -3.76448701813571 5.45720689675055 3
"92" -2.93819354763511 -5.01936475196566 3.93858182798546 3
"93" -0.859076723416383 -5.71787483119008 4.66992780564941 3
"94" -3.42722288932773 -2.44669995071432 4.54032334857718 3
"95" -4.40382081076315 -4.6039751018509 5.51279284681132 3
