"" "" "" "label"
"1" 0.76752039979337 0.075898734309019 1.37756219454604 1
"2" -1.29513407180348 0.124001924873222 0.436379311485711 1
"3" -0.3739292012649 0.304640014106989 0.452818844364166 1
"4" -0.92644875489748 1.39760212175271 1.84795518608479 1
"5" 1.92485504053691 0.125270266207791 0.240287490306757 1
"6" 2.03066415370726 -0.349895670948468 0.305850514019635 1
"7" -0.68036753547789 -0.284764900460341 1.64996876844061 1
"8" -1.25431059205582 0.155094873375879 -0.317053037575456 1
"9" 1.21957640685758 1.46058626250642 0.00554696614313991 1
"10" 0.136663915737679 -1.32880404404418 -0.551387293224909 1
"11" -0.57490191799716 -0.849643886106754 -1.39776198857356 1
"12" 1.54878241721934 -2.07283276686456 -0.571982163362506 1
"13" -0.328130934518562 0.528939093705397 3.10985033730803 1
"14" 2.87403426178392 0.382726442903261 0.251235476435988 1
"15" -1.19282706030991 -0.537005278968322 0.482691145151089 1
"16" -1.98381827426135 -1.46505879272423 -1.18590443846813 1
"17" -1.28206166310526 -0.409104802547062 -1.92237586886817 1
"18" -0.381848220986232 0.626913486747266 -0.0939322978874581 1
"19" 0.932988748169938 -0.0979467475491764 0.606112848484982 1
"20" 1.43936490451739 -1.50516874676224 0.156977363199474 1
"21" -0.704587853609396 0.850286088768092 -1.19983741535026 1
"22" -1.73832540733444 -0.360419283363459 -1.34144611519723 1
"23" -1.09494614212881 1.58601998632609 -1.15589583873629 1
"24" 0.117259211582945 0.315113112008430 1.00774304203326 1
"25" 0.231762401510229 -1.63457835750538 -0.194080902660816 1
"26" 0.920955850232437 -1.89739348618774 0.0868255696896913 1
"27" 0.892274149530693 0.588798880660308 0.636058984876579 1
"28" -1.14209876191012 -0.479219087848352 1.30295933488833 1
"29" -1.33111566955250 -1.84556935517358 -0.223533809804787 1
"30" 0.176919589675843 2.15845735629421 0.088033894079478 1
"31" 0.133134699956546 0.902610867670542 -1.24060600983155 1
"32" -1.29133609099682 0.106537791060083 -1.27294050880096 1
"33" 1.30211376632904 -1.02910225845856 -0.399665415965858 1
"34" 0.50275442301063 -1.97944564255013 1.22873144043339 1
"35" 1.63025182918483 -0.239689598677081 0.684720740435798 1
"36" -0.884665759802529 -1.71215046406452 -0.83320672664451 1
"37" 1.26363446543016 -1.16720527739077 0.0825445418391968 1
"38" -1.29389535137855 -0.515839097348796 0.142633487214477 1
"39" -0.469169459262442 -2.55422070659814 -0.472519167620633 1
"40" 0.902321112569117 -1.63864617508364 -1.50425726960762 1
"41" -0.471295656628894 -0.228785731470924 0.888454486701934 1
"42" -0.417408682312184 -0.191374397019828 0.469574985934777 1
"43" -0.0616770558713685 -1.83690430693437 0.0522131936459192 1
"44" -0.319117829367361 0.44812590902841 -0.78772276391295 1
"45" 0.388178552607508 -3.38259804385568 0.507281694134381 1
"46" -1.17286939957437 0.106425611116417 -1.7191983089006 1
"47" 1.58727776980244 1.67291489973785 -0.130174122315522 1
"48" -0.758302541065308 -0.909061261366484 0.726891012903332 1
"49" -0.621213760051942 0.249387848573545 1.05074453919642 1
"50" 1.86599452489659 0.183392257878701 -1.25967351511637 1
"51" 3.26006899598861 2.45173720443374 3.10949310015571 2
"52" 5.07561142298903 4.44977813236251 5.84193328986276 2
"53" 4.15099435497449 3.84403066526984 2.73500461577878 2
"54" 5.20864165519965 4.51875733138183 2.82965450570397 2
"55" 3.73781139307791 4.01449550305347 3.79883270893433 2
"56" 4.98763160366775 4.09530357304548 4.50257686722723 2
"57" 6.53605935145844 4.25480994373936 2.12938019109142 2
"58" 3.53836725191043 3.32973797071175 1.95039672162394 2
"59" 1.74806073579176 4.50615541655396 5.05106853220635 2
"60" 3.07606001154219 4.8783040132571 3.33669185851698 2
"61" 4.63327737583316 5.27142603620839 4.16359346632663 2
"62" 4.2573151252171 3.74778352051401 3.09372139104744 2
"63" 3.31084820865117 3.91567774153588 4.47247082743604 2
"64" 2.91075159741454 4.37356476130714 3.34863337747376 2
"65" 2.45939009693463 4.30434093110462 3.615581293308 2
"66" 4.68851555718931 3.27147342676184 2.74058944590742 2
"67" 3.39819985390685 5.33630377363974 3.81410261489341 2
"68" 3.83078576056571 5.42524208774535 3.19434819066587 2
"69" 5.70460776588019 3.97188254638585 6.46504004114993 2
"70" 2.67581193248941 6.92328170779572 6.29158909052164 2
"71" 4.4546281214181 2.84296847864822 3.98841368224362 2
"72" 2.85135491550712 3.27646702617001 4.21068510832184 2
"73" 4.38406114108456 5.38678463209072 4.29299912682602 2
"74" 6.1547292264398 3.11121767213056 2.37774750252907 2
"75" 3.43693202112783 4.17763528121076 5.18926850419701 2
"76" 5.13811810016482 2.14369998431077 4.79378693131276 2
"77" 5.77158761207897 2.85256497344524 5.39438902284622 2
"78" 3.78818354853992 2.43660240058753 5.57514147806776 2
"79" 4.41736446069712 6.43759977201368 4.41150280358868 2
"80" 4.62154756279454 5.6192135049169 3.69054031444702 2
"81" 5.94004829528327 4.35597538127074 3.3840135565593 2
"82" 5.011049183448 3.26544195466161 4.22390768743442 2
"83" 4.26961451411827 5.3970312847476 4.90338429876918 2
"84" 4.7710393142847 2.61737944288818 4.36150218757863 2
"85" 5.15260300591421 4.42590151491604 3.98332348559111 2
"86" 4.87465215396509 3.61622092041444 4.82198067215313 2
"87" 5.57766130246253 5.01347119179262 4.35915452874947 2
"88" 1.46737173500021 2.72120423872278 3.92425584815203 2
"89" 1.42864234219578 6.3008533292017 3.07890395539386 2
"90" 5.3348706609176 3.06839521012023 5.46156143998031 2
"91" 3.17224946271902 5.20273466902485 5.74790939883415 2
"92" 3.68344450284344 4.15556062843066 3.55258769635035 2
"93" 3.95580611511504 5.76601204544362 4.17246566106662 2
"94" 5.75204986879562 4.3159453849504 4.26397074935964 2
"95" 2.84386349582906 3.32342343085735 3.91452413212313 2
"96" 5.0345506847767 3.15984910117777 3.28337811436668 2
"97" 3.36438156945302 3.30804436615542 4.58428803898144 2
"98" 5.33143715004318 4.7032592380962 3.47778090610806 2
"99" 5.50692019662287 4.82046769826991 5.3114450324843 2
"100" 4.38866356242881 4.56830322558943 2.63021504263102 2
"101" -3.30768316681735 -2.77431882874582 2.62405016361000 3
"102" -5.34698502892829 -2.83137963633852 4.38493587279944 3
"103" -4.01392861713796 -4.69201184209148 4.42367787625971 3
"104" -2.92097773590706 -4.85345378176869 4.10563185946341 3
"105" -4.62877556768301 -3.90272510443073 4.04782531945951 3
"106" -5.11426621943735 -3.35560503971999 5.48486104881314 3
"107" -3.89979616251169 -3.68740668480395 4.21056770713739 3
"108" -2.57615025680325 -4.9229506720682 4.05768322676916 3
"109" -3.25065992744598 -4.87594022916916 6.09941364510913 3
"110" -2.39251281413384 -3.60765841415811 1.62076797532241 3
"111" -3.70273763104911 -4.24686722262377 5.76907504979825 3
"112" -4.7074039597559 -3.86706433875333 4.29418241479736 3
"113" -5.32858525942888 -3.35146909995536 3.62262859505402 3
"114" -6.29067706974694 -3.52454515962779 5.8660626521359 3
"115" -3.87922959971910 -4.34088599919203 3.57992865886375 3
"116" -3.34824152273071 -1.46586904811557 3.8539064630657 3
"117" -4.61957279359883 -3.81711321480115 6.43729639992591 3
"118" -3.4110558815048 -4.05683568134989 4.40481856175656 3
"119" -3.46387716653836 -4.33509590950289 2.38669180910917 3
"120" -2.92791647391622 -3.9644497906474 2.10003377539035 3
"121" -4.41193372956792 -5.66201475485369 2.92658342143181 3
"122" -2.31442739143483 -3.93781337638402 2.70293819591077 3
"123" -4.32895125685363 -4.52532375969457 2.75262432202245 3
"124" -3.93494916367191 -4.11292133485109 3.66127690665079 3
"125" -2.98560139695583 -3.68168416902081 4.15724557184433 3
"126" -1.11316714375200 -1.63888857561753 4.0069973773835 3
"127" -1.98106146055980 -1.53594283933216 4.21907325987627 3
"128" -2.62856803044194 -2.85301754661407 4.78572136818389 3
"129" -5.01521885810936 -3.09055334357502 4.57862108236501 3
"130" -4.55627402685907 -3.82922703448579 4.51098793586034 3
"131" -3.54176529180241 -3.68925608878709 4.92637879852573 3
"132" -2.79161586830162 -2.19800113263078 3.75937478738883 3
"133" -4.95306490068618 -2.80866943762524 4.37653436376672 3
"134" -3.70169895343418 -4.69624856779182 2.79523021984561 3
"135" -3.15829631661067 -5.30169657692474 4.14878514346284 3
"136" -4.31695335752633 -5.08463177466713 4.40858591974595 3
"137" -5.13551880823786 -4.65056148986968 1.95418717768175 3
"138" -6.94194232978745 -4.97545489796127 2.93073892420175 3
"139" -5.06009896312229 -4.31071732536165 3.78983873697008 3
"140" -2.48827167881952 -4.43517256197152 5.95761246302813 3
"141" -5.4783986835853 -5.93370488575342 3.28622993108717 3
"142" -4.66291188436572 -4.31301347628381 6.48266717980238 3
"143" -2.90391714885926 -4.84118401395391 3.36844161396091 3
"144" -4.74283592299184 -3.68139504213382 4.37813032414696 3
"145" -5.94955937499449 -4.32442741396275 3.95936833170453 3
"146" -3.21207866062894 -4.13433261818075 4.67979837843957 3
"147" -3.18708087589473 -5.64977427890308 4.70314077082101 3
"148" -6.57692091000725 -1.03049483296138 5.4810154174806 3
"149" -3.74257288384412 -1.86969683064992 1.89090493078278 3
"150" -5.29752255621974 -2.61829450402957 3.29830129224137 3
